paper_id,claim_id,statement,authored_claim_status,formula_refs,claim_kind,checks_total,finalized_checks,reproduced_checks,externally_blocked_checks,attempted_not_reproduced_checks,pending_checks,final_resolution_rate,successful_reproduction_rate,objective_blocker_rate,attempted_not_reproduced_rate,pending_rate,fidelity_scored_checks,fidelity_unscored_reproduced_checks,fidelity_evidence_coverage,conditional_fidelity,reproduction_degree_observed,reproduction_degree_lower_bound,reproduction_degree_upper_bound,numeric_fidelity_eligible,verification_status,verification_reason,formula_refs_resolved,formula_refs_total,passed_formula_checks
1706.07435,CLM003,The energy-difference winding defines a Z/2 invariant; one circuit around the canonical exceptional point swaps the two energy sheets and carries half-integer vorticity magnitude.,verified,EQC004,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,0,3,0.0,,,0.0,100.0,,,,,,
1706.07435,CLM004,"A generic two-level non-Hermitian degeneracy needs two real tuning parameters, is defective, and has local square-root dispersion.",verified,EQC004 | EQC007,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,0,3,0.0,,,0.0,100.0,,,,,,
1706.07435,CLM005,"The generic two-dimensional non-Hermitian topological transition follows hybrid point to exceptional-point pair to hybrid point, with opposite half charges and anisotropic merging dispersion.",verified,EQC002 | EQC006,numerical_claim,6,6,6,0,0,0,100.0,100.0,0.0,0.0,0.0,0,6,0.0,,,0.0,100.0,,,,,,
1706.07435,CLM006,"The non-Hermitian square-lattice cylinder in the topological regime exhibits two chiral edge branches connecting separable bulk bands, with kappa_y shifting their imaginary energy.",verified,EQC005,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,0,4,0.0,,,0.0,100.0,,,,,,
1708.05014,CLM_BTC,The weak-dissipation phase develops gap-closing oscillatory Liouvillian modes and thermodynamic closed orbits.,active,EQ001 | EQ002 | EQ003 | EQ004 | EQ005 | EQ006 | EQ007,numerical_claim,66,66,1,0,65,0,100.0,1.515152,0.0,98.484848,0.0,1,0,100.0,91.3738,1.384452,1.384452,1.384452,,,,,,
1708.05014,CLM_ETA_DYNAMICS,"At omega_0/kappa = 1.5, decay rates independently fitted from generated magnetization traces are positive and decrease approximately as N^-0.993 over N = 40--160.",supported_paper_scale,EQ002 | EQ003 | EQ004,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1708.05014,CLM_S17_FIXED_POINT,"The component printed in Supplement Eq. (S17) is inconsistent with the governing Eq. (S13); independently rederived fixed points satisfy stationarity and normalization and reproduce the following threshold omega_z,c = sqrt(3)/4.",paper_error_candidate,EQ006 | EQ007,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1709.03478,CLM001,Simultaneously finite imbalance and expansion-sensitive edge density demonstrate coexistence of localized and extended single-particle states.,active,EQC001 | EQC004 | EQC005,numerical_claim,5,5,0,5,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1709.03478,CLM002,The 0.015 crossings define an intermediate region that narrows as the primary lattice becomes deeper.,active,EQC009,numerical_claim,2,2,0,2,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1709.03478,CLM003,"Alternative cloud observables, a weak trap, and finite-time theory preserve the localization ordering.",active,EQC005,numerical_claim,7,7,0,7,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_CRITICAL,Petrov's stable and metastable thresholds define the droplet phase boundary.,supported_paper_subset,EQ004 | EQ005 | EQ006,numerical_claim,3,3,0,3,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_DENSITY_N_INVARIANT,Liquid-regime equilibrium density is independent of atom number.,untested,EQ004 | EQ005 | EQ006,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1710.10890,CLM_DYNAMICS,Coupled-LHY GPE dynamics equilibrate at B=56.45 G and B=56.64 G.,untested,EQ003 | EQ009,numerical_claim,2,2,0,2,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_EXPANSION,A 12 Hz residual trap suppresses late vertical expansion.,supported_proxy,EQ003 | EQ008,numerical_claim,2,2,0,2,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_HORIZONTAL_CURVATURE,The levitating beam produces omega_x=2 pi times 2.2 Hz and omega_y=2 pi times 7 Hz.,untested,EQ007,numerical_claim,2,2,0,2,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_IMAGING_WIDTH_CALIBRATION,The positive-delta-a coupled-GPE calibration predicts sigma_theor=2.3 micrometres at t=0.,untested,EQ003 | EQ009,numerical_claim,1,1,0,1,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_INTERACTION,The mean-field attraction changes sign near 56.85 G.,supported_paper_subset,EQ001 | EQ002,numerical_claim,4,4,0,4,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_LEVITATION,The modulated Gaussian produces a gravity-cancelling slope and weak signed curvature.,supported_paper_exact,EQ007,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,0,4,0.0,,,0.0,100.0,,,,,,
1710.10890,CLM_POPULATION,The equilibrium population ratio and allowed imbalance follow density locking.,supported_paper_subset,EQ001 | EQ002,numerical_claim,4,4,0,4,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1710.10890,CLM_SELF_EVAP_THRESHOLD,At B=56.64 G discrete excitation modes occur only above N=10^6.,untested,EQ003,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1710.10890,CLM_SIZE,The stable/metastable theory-width curves follow the cited radial droplet equation.,inconclusive_method_equivalence_gap,EQ004 | EQ005 | EQ006,numerical_claim,2,2,0,2,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.03528,CLM_FIG1_CONSTRAINED_GRAPH,"For L=6, the Rydberg-blockade basis contains 18 allowed product states and the PXP Hamiltonian connects exactly the single-spin-flip neighbors shown by the Hilbert-space graph.",reproduced,PXP001,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG2_DETRENDED_ENTROPY,"After subtracting the smooth growth component, the Z2 half-chain entropy retains an oscillatory residual associated with scar revivals.",partially_reproduced,PXP001 | PXP002 | PXP005,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,0,3,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG2_ENTANGLEMENT_GROWTH,Evolution from the Z2 state has anomalously slow half-chain entanglement growth compared with the vacuum reference.,partially_reproduced,PXP001 | PXP002 | PXP005,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,0,3,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG2_LOCAL_CORRELATION,The Z2 evolution exhibits persistent local-correlation revivals with the reported period near 2.375.,partially_reproduced,PXP001 | PXP002 | PXP005,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,0,3,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG3_FSA_CENTRAL_SCAR,The forward-scattering approximation captures the oscillatory distance-resolved projection structure of the central scar state.,partially_reproduced,PXP001 | PXP002 | PXP004,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,0,4,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG3_FSA_GROUND_STATE,The forward-scattering approximation reproduces the distance-resolved ground-state projection pattern in the constrained basis.,partially_reproduced,PXP001 | PXP004,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,0,4,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG3_PARTICIPATION_RATIO,The special scarred eigenstates have participation ratios parametrically larger than the inverse-Hilbert-space reference across the evaluated system sizes.,partially_reproduced,PXP001 | PXP002,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,0,4,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG3_SCAR_TOWER,"The k=0, inversion-even PXP spectrum contains an approximately equally spaced tower of L/2+1 eigenstates with anomalously high overlap with the Z2 state.",partially_reproduced,PXP001 | PXP002 | PXP003 | PXP004,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,0,4,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG4_DENSITY_OF_STATES,The symmetry-resolved PXP density of states has a Gaussian-like bulk together with a central zero-mode excess.,partially_reproduced,PXP001 | PXP003,numerical_claim,2,2,2,0,0,0,100.0,100.0,0.0,0.0,0.0,0,2,0.0,,,0.0,100.0,,,,,,
1711.03528,CLM_FIG4_LEVEL_STATISTICS,"After resolving translation and inversion symmetries and excluding zero modes, the PXP level-spacing statistics are closer to GOE than to Poisson.",partially_reproduced,PXP001 | PXP006,numerical_claim,2,2,2,0,0,0,100.0,100.0,0.0,0.0,0.0,0,2,0.0,,,0.0,100.0,,,,,,
1711.08863,CLM_DECOHERENCE_FREE_BRAIDED,Braided giant atoms can retain nonzero waveguide-mediated exchange while all individual and collective waveguide decay rates vanish.,active,EQ001 | EQ002 | EQ003 | EQ004,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,1,0,100.0,98.82855,98.82855,98.82855,98.82855,,,,,,
1711.08863,CLM_GENERAL_MULTI_POINT_TOPOLOGY,"Zero individual decay forces zero collective decay, while only braided pairs may retain exchange.",active,EQ002 | EQ005,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1711.08863,CLM_PROTECTED_ALL_TO_ALL_CONTROLS,"N zero-decay constraints leave N-1 controls, including the two printed N=3 constructions.",active,EQ002 | EQ005 | EQ007,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1711.08863,CLM_PROTECTED_CHAIN_TUNABILITY,N zero-decay constraints leave N-1 independently tunable protected nearest-neighbor couplings.,active,EQ002 | EQ005 | EQ006,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,0,1,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C002,"[N,rho]=0 implies [N_A,rho_A]=0, so rho_A is charge-block diagonal and s_n=sum_N s_n(N).",verified,EQ002,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C003,Fourier projection of s_n(alpha) equals Tr[rho_A^n P_NA] for each charge sector.,verified,EQ002,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C004,The fluxed Riemann-surface correlator is represented by a normalized composite-twist-field correlator on C^n.,verified,,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C005,The composite twist field has Delta_n(alpha)=c(n-1/n)/24+Delta_V/n.,verified,,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C006,The charged Renyi moment scales with L using c and the holomorphic/antiholomorphic dimensions of V.,verified,,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C007,"For a Luttinger liquid, Delta_V=barDelta_V=(K/2)(alpha/2pi)^2.",verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C008,"s_n(alpha)=s_n(0)L^{-(2K/n)(alpha/2pi)^2}, periodically continued outside [-pi,pi].",verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C009,"For ln L much greater than one, s_n(N_A) has the stated Gaussian sector dependence.",verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C010,The particle-number variance is K ln L/pi^2.,verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C011,The charge-resolved entropy has the stated Gaussian form with leading amplitude proportional to sqrt(ln L/K).,verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C012,The maximal charge-sector contribution scales as sqrt(ln L).,verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C013,"For independent fermion modes, s_n(alpha) is the product of exp(i alpha)f_l^n+(1-f_l)^n.",verified,EQ004,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C014,At L=10000 the leading sqrt(ln L) approximation is insufficient; the full Fourier transform of Eq. (6) is required.,verified,EQ003,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C021,"For an SU(2)-invariant operator, the fixed-S trace equals the difference of two fixed-Sz traces.",implementation_attested_review_pending,,numerical_claim,5,5,1,0,4,0,100.0,20.0,0.0,80.0,0.0,0,1,0.0,,,0.0,20.0,,,,,,
1711.09418,CLM_C022,"In SU(2)_k WZW, Delta_V=barDelta_V=(k/4)(alpha/2pi)^2.",implementation_attested_review_pending,,numerical_claim,5,5,1,0,4,0,100.0,20.0,0.0,80.0,0.0,0,1,0.0,,,0.0,20.0,,,,,,
1711.09418,CLM_C023,For k=1 the result agrees with the Heisenberg-chain mapping to K=1/2.,implementation_attested_review_pending,,numerical_claim,5,5,1,0,4,0,100.0,20.0,0.0,80.0,0.0,0,1,0.0,,,0.0,20.0,,,,,,
1711.09418,CLM_C024,"S(S_A,Sz_A)=(2S_A+1)c pi^(5/2)/(3k^(3/2)sqrt(ln L)) exp[-pi^2 S_A^2/(k ln L)].",implementation_attested_review_pending,,numerical_claim,5,5,1,0,4,0,100.0,20.0,0.0,80.0,0.0,0,1,0.0,,,0.0,20.0,,,,,,
1711.09418,CLM_C025,"Because typical S_A scales as sqrt(ln L), a fixed (S_A,Sz_A) entropy contribution is O(L^0).",implementation_attested_review_pending,,numerical_claim,5,5,1,0,4,0,100.0,20.0,0.0,80.0,0.0,0,1,0.0,,,0.0,20.0,,,,,,
1711.09418,CLM_C026,"For Z_N, s_n(Q_A) is the discrete Fourier transform of flux moments s_n(alpha).",implementation_attested_review_pending,,numerical_claim,6,6,0,0,6,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C027,The parity counter over A equals the product of boundary disorder fields mu_1^z mu_L^z.,implementation_attested_review_pending,,numerical_claim,6,6,0,0,6,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C028,At criticality s_n(Q_A)=L^{-(n-1/n)/12}[1+L^{-1/(4n)}(-1)^Q_A]/2.,implementation_attested_review_pending,,numerical_claim,6,6,0,0,6,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C029,At n=1 the even/odd probability difference vanishes as L tends to infinity.,implementation_attested_review_pending,,numerical_claim,6,6,0,0,6,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C030,The authors state that the critical-Ising parity formula was verified numerically.,blocked_missing_publication_inputs,,numerical_claim,1,1,0,0,1,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C031,The parafermion CFT central charge is 2(N-1)/(N+2).,implementation_attested_review_pending,,numerical_claim,6,6,0,0,6,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C032,The generalized disorder dimension is alpha(N-alpha)/[2N(N+2)] in each chiral sector.,implementation_attested_review_pending,,numerical_claim,6,6,0,0,6,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C033,"In a two-copy protocol, conditioning one-copy parity on the measured average N_A yields s_2(N_A).",implementation_attested_review_pending,,numerical_claim,3,3,0,0,3,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C034,Weighting parity by exp(i alpha N_A) and averaging yields the flux moment s_2(alpha).,implementation_attested_review_pending,,numerical_claim,3,3,0,0,3,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C035,The charge-resolved replica measurement extends analogously to n greater than two.,implementation_attested_review_pending,,numerical_claim,3,3,0,0,3,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1711.09418,CLM_C036,The stress tensor on R_n transforms into the plane expectation plus the Schwarzian term.,verified,,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C037,The Schwarzian derivative has the printed rational form and coefficient c(1-n^-2)/24.,verified,,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_C038,The primary-field Ward identity gives <T_l> tending to Delta_V/xi^2.,verified,,numerical_claim,17,17,17,0,0,0,100.0,100.0,0.0,0.0,0.0,0,17,0.0,,,0.0,100.0,,,,,,
1711.09418,CLM_CHARGE_RESOLVED_ENTANGLEMENT,"Entanglement decomposes into charge sectors whose probability, entropy contribution and spectrum follow the charged-moment CFT prediction.",active,EQ001 | EQ002 | EQ003 | EQ004 | EQ005,numerical_claim,29,29,29,0,0,0,100.0,100.0,0.0,0.0,0.0,29,0,100.0,95.771453,95.771453,95.771453,95.771453,,,,,,
1803.01876,CLM001,Open-boundary zero modes exist inside the non-Bloch topological interval.,partially_supported,EQC001 | EQC003 | EQC005,numerical_claim,4,4,4,0,0,0,100.0,100.0,0.0,0.0,0.0,4,0,100.0,90.7781,90.7781,90.7781,90.7781,,,,,,
1803.01876,CLM002,The generalized Brillouin zone and skin-localized right eigenvectors explain the non-Hermitian bulk-boundary behavior.,partially_supported,EQC003 | EQC006 | EQC007,numerical_claim,6,6,6,0,0,0,100.0,100.0,0.0,0.0,0.0,6,0,100.0,96.718533,96.718533,96.718533,96.718533,,,,,,
1803.01876,CLM003,The non-Bloch winding number is one inside the topological interval and zero outside.,verified,EQC006 | EQC007 | EQC009,numerical_claim,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0,1,0,100.0,97.2893,97.2893,97.2893,97.2893,,,,,,
1803.01876,CLM004,The nonzero-t3 model has topology determined by middle beta-root ordering and transitions near |t1| = 1.56.,partially_supported,EQC001 | EQC009 | EQC010,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,3,0,100.0,89.1997,89.1997,89.1997,89.1997,,,,,,
1803.01876,CLM005,Supplemental complex spectra and large-gamma winding patterns follow the same non-Bloch framework.,partially_supported,EQC003 | EQC005 | EQC006 | EQC007 | EQC008 | EQC009,numerical_claim,8,8,8,0,0,0,100.0,100.0,0.0,0.0,0.0,0,8,0.0,,,0.0,100.0,,,,,,
1803.01876,CLM006_ZERO_MODE_MIGRATION,The two zero modes migrate from the left end to opposite ends and then to the right end across the three open topological intervals; assigning localization at the closed gap-closing endpoints is a paper-error candidate.,paper_error_candidate,EQC003 | EQC005 | EQC006 | EQC007,numerical_claim,1,1,0,0,1,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1803.01876,CLM007_MULTIBAND_ADDITIVITY,"The trace winding is additive for an independently checked block-diagonal direct sum, while the paper's broader generic coupled-multiband wording remains unresolved.",inconclusive,EQC009,numerical_claim,1,1,0,0,1,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1803.01876,CLM008_REF49_CORRECTION,"After the stated unitary parameter mapping, the zero-mode interval in Ref. 49 spans the full [-1/sqrt(2), 1/sqrt(2)] range rather than two disconnected segments.",supported,EQC003 | EQC005 | EQC007,numerical_claim,1,1,0,0,1,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1803.07128,CLM_KERNEL,Quantum feature-state overlaps define a squeezing kernel whose bandwidth is controlled by c and which supports implicit SVC classification.,supported_with_missing_benchmark_metadata,EQ001 | EQ002 | EQ003 | EQ004 | EQ005,numerical_claim,9,9,3,0,6,0,100.0,33.333333,0.0,66.666667,0.0,0,3,0.0,,,0.0,33.333333,,,,,,
1803.07128,CLM_SEPARABILITY,Distinct inputs mapped by phase squeezing are linearly independent and the reconstructed finite dataset becomes separable in real Fock space.,supported_with_qualified_domain_and_source_proof_defect_candidates,EQ001 | EQ002 | EQ006 | EQ009,numerical_claim,4,4,0,0,4,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1803.07128,CLM_VARIATIONAL,A four-block 32-parameter continuous-variable circuit can learn a nonlinear moons decision boundary.,supported_reduced_scale,EQ001 | EQ002 | EQ007 | EQ008,numerical_claim,2,2,0,0,2,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1804.03151,CLM_HUBBARD,TMD heterobilayer moire bands realize tunable triangular-lattice Hubbard and spin models.,supported_with_dft_deferred,EQ001 | EQ002 | EQ003 | EQ004 | EQ005 | EQ006 | EQ007 | EQ008 | EQ009,numerical_claim,17,17,16,1,0,0,100.0,94.117647,5.882353,0.0,0.0,0,16,0.0,,,0.0,94.117647,,,,,,
1804.04672,CLM001,The cylinder spectrum contains chiral edge states whose presence is tied to the non-Bloch topological description rather than the ordinary Bloch phase boundary alone.,active,EQC001 | EQC003,numerical_claim,6,6,6,0,0,0,100.0,100.0,0.0,0.0,0.0,0,6,0.0,,,0.0,100.0,,,,,,
1804.04672,CLM002,"The open-boundary phase boundary is a single non-Bloch transition curve near m=2+gamma^2, not the two-line Bloch fan m=2±sqrt(2)gamma.",active,EQC001 | EQC003 | EQC005,numerical_claim,4,4,0,4,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1804.04672,CLM003,"At the two Fig. 1 Bloch-boundary marker points, square open-boundary spectra and wave-packet dynamics distinguish trivial bulk fading from topological chiral edge motion.",active,EQC001 | EQC006,numerical_claim,8,8,8,0,0,0,100.0,100.0,0.0,0.0,0.0,0,8,0.0,,,0.0,100.0,,,,,,
1804.04672,CLM004,Finite-size disk spectra determine whether the open-boundary gap remains nonzero or closes in the thermodynamic limit by fitting |Delta|^2 against 1/L^2.,active,EQC001 | EQC007,numerical_claim,10,10,0,10,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1804.04672,CLM005,"The open-boundary phase diagram is insensitive to replacing square geometry by disk geometry, supporting the topological character of the non-Bloch phase boundary.",active,EQC001 | EQC005 | EQC007,numerical_claim,18,18,0,18,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1804.04672,CLM006,The non-Bloch phase-boundary prediction remains accurate for gamma_x-only and anisotropic-velocity parameter families.,untested,EQC001 | EQC008,numerical_claim,8,8,8,0,0,0,100.0,100.0,0.0,0.0,0.0,0,8,0.0,,,0.0,100.0,,,,,,
1804.04672,CLM007,Typical bulk right eigenstates are exponentially localized at system boundaries in both nonreciprocity directions and geometries.,untested,EQC001 | EQC009,numerical_claim,8,8,0,8,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1804.04672,CLM008,"The exactly solvable model has an open-boundary transition at m=2t independent of nonreciprocity, unlike its Bloch boundaries.",untested,EQC010,numerical_claim,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0,0,3,0.0,,,0.0,100.0,,,,,,
1804.04672,CLM009,The exactly solvable cylinder has non-Bloch boundaries and a separable gapped spectrum with chiral edge modes where Bloch theory predicts gaplessness.,untested,EQC010 | EQC011,numerical_claim,6,6,6,0,0,0,100.0,100.0,0.0,0.0,0.0,0,6,0.0,,,0.0,100.0,,,,,,
1804.04672,CLM010,A triangular open-boundary geometry yields the same phase diagram as square and disk geometries.,blocked_missing_parameter,EQC001 | EQC003 | EQC005,numerical_claim,1,1,0,1,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1805.00931,CLM_GAP,For nonzero disorder the dual transfer matrix has a finite spectral gap below the protected unit circle.,active,EQ005 | EQ006 | EQ007 | EQ009,numerical_claim,15,15,9,6,0,0,100.0,60.0,40.0,0.0,0.0,9,0,100.0,93.802206,56.281323,56.281323,56.281323,,,,,,
1805.00931,CLM_IID_UNIVERSALITY,The thermodynamic SFF is independent of the IID longitudinal-field distribution.,publication_underspecified_author_side_boundary,EQ003 | EQ005 | EQ006 | EQ008,numerical_claim,1,1,0,1,0,0,100.0,0.0,100.0,0.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1805.00931,CLM_MULTIPLICITY,The protected +1 and -1 multiplicities follow the dihedral commutant plus the derived short-time even-sector exceptions.,active,EQ005 | EQ008,numerical_claim,25,25,25,0,0,0,100.0,100.0,0.0,0.0,0.0,25,0,100.0,87.8453,87.8453,87.8453,87.8453,,,,,,
1805.00931,CLM_SFF,"The self-dual kicked-Ising model approaches the COE spectral form factor, with exact thermodynamic multiplicities.",active,EQ001 | EQ002 | EQ003 | EQ004 | EQ008 | EQ009,numerical_claim,11,11,11,0,0,0,100.0,100.0,0.0,0.0,0.0,11,0,100.0,89.984991,89.984991,89.984991,89.984991,,,,,,
1807.01815,CLM_CHAOS,The named symmetry block trends from Poisson toward GOE statistics.,supported_with_finite_size_scatter,EQ-R,numerical_claim,1,1,0,0,1,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
1807.01815,CLM_DEFORMED,The deformed TDVP retains a closed orbit and the residual is claimed to minimize near h/Omega=0.045.,partially_supported_with_s2_failure,EQ-DEF-FLOW | EQ-DEF-H | EQ-GAMMA,numerical_claim,6,6,4,0,2,0,100.0,66.666667,0.0,33.333333,0.0,0,4,0.0,,,0.0,66.666667,,,,,,
1807.01815,CLM_DYNAMICS,Z2 quenches revive and entangle slowly while the all-zero quench thermalizes.,supported_reduced_scale,EQ-ENT | EQ-H,numerical_claim,5,5,0,0,5,0,100.0,0.0,0.0,100.0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
